年分,標號,月標號,月份,2015,2014,企業完整名稱,統一編號,產業類別,所有權,股票代碼,所屬國家,地區,地址,聯絡信箱,聯絡電話,CSR網址,CSR報告網址,CSR社群媒體,報告書名稱,報告書類別,負責單位,出版次數,頁數,資訊揭露期間,上一次報告的出版年份?yyyy?,"報告週期?1, 2, 3, 4, 5?",報告框架,GRI行業補充指南,驗證單位,依循選項,保證標準,保證等級,"是否有指標對照表?0, 1, NA?",國家數量?#?,據點數量?#?, 男性總人數?#? , 女性總人數?#? ,工會,基金會,基金會_1,強制,編製狀態,食品相關產業
2016,415,98,1,1,0,好樂迪股份有限公司,84256265,觀光事業,上市,9943,台灣,台北,台北市信義區忠孝東路5段293號4樓,ir@holiday.com.tw,(02)2371-1658,http://www.holiday.com.tw/InvestmentV2/Docs/104%E5%B9%B4%E5%BA%A6%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf,http://www.holiday.com.tw/InvestmentV2/Docs/104%E5%B9%B4%E5%BA%A6%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8.pdf,NA,好樂迪股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,59,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,1,NA,,,0,0,0,服務,強制,0
2016,416,99,1,1,1,環旭電子股份有限公司,28990714,電子零組件,外商,601231,中國,南投,南投縣草屯鎮上林里太平路１段３５１巷１４１號,csr@ms.usi.com.tw,04-9235-0876 #26157,http://csr.usi.com.tw/pdf/C2015.pdf,http://csr.usi.com.tw/c_download.php,,2O15企業社會責任報告書,企業社會責任報告,環境安全衛生/ 能源環境,4,100,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,5,7,"7,474","7,752",0,0,0,0,自願,0
2016,417,100,1,0,0,明揚國際科技股份有限公司,28288026,其他,上櫃,8420,台灣,屏東,屏東縣屏東市前進里經建路 38 號(屏東加工出口區),CSR@launchtech.com.tw,08-751-0505,http://www.launchtech.com.tw/cht/main11-1-1.asp#,http://www.launchtech.com.tw/cht/main11-1-1.asp#,N/A,2015 年度企業社會責任報告書,企業社會責任報告,永續發展委員會,1,73,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,自我宣告AA1000,無保證等級,1,1,1,302,115,0,0,,0,自願,0
2016,418,101,1,1,0,新天地國際實業股份有限公司,84435578,觀光事業,上市,8940,臺灣,台中,台中市北屯區崇德五路 345 號 6 樓 ,sharon@newpalace.com.tw,04-2247-5222,http://newpalace.weebly.com/uploads/3/8/6/6/38665909/%E6%96%B0%E5%A4%A9%E5%9C%B0%E9%9B%86%E5%9C%988940_104.pdf,http://newpalace.weebly.com/202252698931038263713601220219225772157826360.html,0,新天地2015 企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,45,2015.01~2015.12,2015,1,GRI G4,食品加工,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,1,8,286,208,0,0,0,食品,強制,1
2016,419,102,1,1,1,明基電通股份有限公司,70721522,電子零組件,未上市櫃,0,台灣,台北,台北市內湖區基湖路16號,N/A,N/A,http://csr.benq.com/webpage/productinfo/index.aspx,http://csr.benq.com/webpage/productinfo/responsibility.aspx,0,BENQ 2015企業社會責任報告書,企業社會責任報告,未註明負責單位,8,70,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,30,43,200,159,0,1,明基友達文教基金會,0,自願,0
2016,420,103,1,0,0,夆典科技開發股份有限公司,20730758,建材營造,上市,3052,台灣,新北,新北市中和區新民街112號4樓,N/A,02-2223-4099,http://www.apexgrp.com.tw/about/about_06.html,N/A,N/A,"夆典科技開發股份有限公司
 企業社會責任報告書",企業社會責任報告,未註明負責單位,1,19,N/A,第一次出版報告,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,N/A,N/A,,,0,0,0,0,自願,0
2016,421,1,2,1,0,國產建材實業股份有限公司,24060203,建材營造,上市,2504,台灣,台北,台北市內湖區新湖一路8號7樓,luciliao@gdc.com.tw,02-8792-8088 #710,http://www.gdc.com.tw/investor.aspx?cid=2014070002&dpt=&pt=2016120002,0,0,國產建材實業 2015企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,108,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,25,464,118,0,1,林燈文教公益基金會,服務,強制,0
2016,422,2,2,1,0,葡萄王生技股份有限公司,11880517,生技醫療,上市,1707,台灣,桃園,桃園市中壢區龍岡路三段 60 號,CSR@grapeking.com.tw,03-4572121,https://www.grapeking.com.tw/index.php/zh-tw/com/enterprise/csr,https://www.grapeking.com.tw/index.php/zh-tw/com/enterprise/csr_rep,,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,74,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,Ernst & Young,Core(核心）,ISAE 3000,有限確信 Limited,1,1,5,141,143,0,0,無,0,自願,0
2016,423,3,2,1,0,大同股份有限公司,11026506,電機機械,上市,2371,台灣,台北,台北市中山北路3段22號,csrreport@tatung.com,02-2592-5252 #3167,file:///C:/Users/Nian/Desktop/CSRone/t100sa11_2371_104.pdf,http://www.tatung.com.tw/Content/csr-report.asp?ids=2,0,2016 大同企業社會責任報告書,企業社會責任報告,其他單位,14,100,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,TUV,Core(核心）,AA1000,AA 1000第2類型 高度保證等級,1,9,17,"2,594",812,1,0,0,科技,自願,0
2016,424,4,2,0,0,興富發建設股份有限公司,12305479,建材營造,上市,2542,台灣,台北,台北市中山區樂群二路267號10樓,N/A,02-2755-5899,N/A,N/A,0,興富發建設2015企業社會責任報告書,企業社會責任報告,未註明負責單位,1,47,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,3,,,0,0,0,服務(2016),強制,0
2016,425,5,2,1,0,景碩科技股份有限公司,70785139,半導體,上市,3189,台灣,桃園,桃園市新屋區中華路1245號,hr@kinsus.com.tw,03-487-1919,http://www.kinsus.com.tw/zh-TW/Html/philosophy,http://www.kinsus.com.tw/zh-TW/Download/csr-report,0,2015企業社會責任報告書,企業責任報告,人力資源相關單位,2,101,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,3,6,"2,453","1,364",0,0,0,0,自願,0
2016,426,6,2,1,1,崑鼎投資控股股份有限公司,70758512,其他,上櫃,6803,台灣,台北,台北市士林區中山北路六段89號10樓,blueskyson0854@kdhc.com.tw,02-2162-1689 #56607,http://www.kdhc.com.tw/web/kdhccsr/,http://www.kdhc.com.tw/fdownload/fdlist.asp?id={ABEF6A0A-01A3-1714-3C65-FCFE7CD8CB4C},0,崑鼎投資控股股份有限公司　企業社會責任報告書,企業社會責任報告,行政管理/公共事務,6,98,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第2類型 中度保證等級,1,2,10,634,127,0,0,0,0,自願,0
2016,427,7,2,1,0,中央再保險股份有限公司,11081991,金融業,上市,2851,台灣,台北,台北市南京東路二段53號12樓,centralre@centralre.com,02-2511-5211,http://www.centralre.com/content/information/information09.htm,http://www.centralre.com/content/information/information09.htm,0,中央再保險股份有限公司2015 企業社會責任報告書,企業社會責任報告,未註明負責單位,3,57,2015.01~2015.12,2015,1,GRI G4,金融財務,無驗證單位,無應用等級,無保證標準,無保證等級,1,,,50,82,0,0,0,金融,自願,0
2016,428,8,2,1,0,福懋油脂股份有限公司,22102298,食品工業,上市,1225,台灣,台中,台中市大肚區沙田路一段453號,matt.kuo@fopco.com.tw,04-2693-3621,http://www.fopco.com.tw/download.php,0,0,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,2,80,2015.01~2015.12,2016,1,GRI G4,無使用補充指南,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,1,2,128,92,0,0,0,食品,強制,1
2016,429,9,2,0,1,勤美股份有限公司,3474311,電機機械,上市,1532,台灣,台北,台北市大安區仁愛路四段八十五號四樓,glen@cmp.com.tw,02-27112831#128,http://cmp.com.tw/cht/about#responsibility,http://cmp.com.tw/cht/investor/governance,無,勤美股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任單位,1,128,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,1,2,215,76,0,1,勤美璞真文化藝術基金會,0,自願,0
2016,430,10,2,1,0,榮成紙業股份有限公司,34202841,造紙工業,上市,1909,台灣,台北,台北市復興北路337號10樓,lcp@longchenpaper.com,02-5581-1777 #550,http://www.longchenpaper.com/B7003.asp,http://www.longchenpaper.com/B7002.asp,0,榮成紙業2015企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,2,99,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,4,15,750,160,0,1,財團法人山與田教育基金會,0,自願,0
2016,431,11,2,1,1,一零四資訊科技股份有限公司,84598349,資訊服務業,上市,3130,台灣,新北,新北市新店區寶中路119之1號10樓,marketing@104.com.tw,02-2912-6104,file:///C:/Users/Nian/Desktop/CSRone/t100sa11_3130_104.pdf,http://corp.104.com.tw/indexe2f4.html?m=article&mid=81,0,104資訊科技集團2015企業社會責任報告書,企業社會責任報告,品牌/公共關係,2,96,2015.01~2015.12,2015,1,GRI G3.1,無使用補充指南,無驗證單位,無應用等級,自我宣告AA1000,無保證等級,1,2,3,189,358,0,0,0,0,自願,0
2016,432,12,2,0,1,山林水環境工程股份有限公司,27329077,其他,上市,8473,台灣,台北,台北市中山區吉林路99號3樓,lokawnyu@mfw.com.tw,02-2100-2195 #5236,http://www.mfw.com.tw/responsibility.aspx,http://www.mfw.com.tw/responsibility.aspx,0,N/A(未有封面),企業社會責任報告,行政管理/公共事務,1,96,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,11,402,146,0,1,財團法人郭山林教育基金會,0,自願,0
2016,433,13,2,1,0,大西洋飲料股份有限公司,35012903,食品工業,上市,1213,台灣,新北,新北市三重區重陽路三段99號10樓,c5012903@ms23.hinet.net,02-2982-0061,http://kk13773.hi178.com/T2003ShowAnceKind?y_HrefId=39603&y_SketchName=Sketch1-2_Hi178,http://kk13773.hi178.com/T2001ListAnceData?y_SketchName=Sketch1-2_Hi178&y_HrefId=42530,0,2015大西洋飲料企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,42,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,其他會計師事務所,Core(核心）,ISAE 3000,有限確信 Limited,1,6,,66,53,0,0,0,食品,強制,1
2016,434,16,2,1,0,榮剛材料科技股份有限公司,84252697,鋼鐵工業,上櫃,5009,台灣,台南,台南市柳營區工二路10號,N/A,06-652-0031 #2005,http://www.gmtc.com.tw/csr.php,http://www.gmtc.com.tw/csr_download.php,0,榮剛材料科技股份有限公司2015整合性報告書,整合性報告,企劃/市場行銷,3,81,2015.01~2015.12,2015,1,GRI G4+IR,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,4,9,"1,035",116,0,1,明世人文科技慈善基金會,0,自願,0
2016,435,17,2,1,1,生達化學製藥股份有限公司,71122503,生技醫療,上市,1720,台灣,台南,台南市新營區土庫里土庫6-20號,Huang.Wencheng@standard.com.tw,06-636-1516 #6100,http://www.standard.com.tw/csr-founder.php,http://www.standard.com.tw/csr-report.php,0,企業社會責任報告書,企業社會責任報告,企業社會責任單位,2,72,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,4,341,408,0,1,范道南文教基金會,0,自願,0
2016,436,18,2,1,0,星展(台灣)商業銀行股份有限公司,53017509,金融業,未上市櫃,5875,台灣,台北,"台北市信義區松仁路32, 36號15, 16, 17樓",customersvs_tw@dbs.com,02-6612-9889,http://www.dbs.com.tw/treasures-zh/Footer/About.page,http://www.dbs.com.tw/treasures-zh/legal-disclaimers-and-anouncements.page,0,星展銀行 2015 年企業社會責任資訊,其他報告,未註明負責單位,2,4,2015.01~2015.12,2015,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,1,31,593,"1,062",0,0,0,0,自願,0
2016,437,19,2,1,0,華新科技股份有限公司,19004316,電子零組件,上櫃,2492,台灣,台北,台北市松智路1號24樓,info@passivecomponent.com,03-475-8711,http://www.passivecomponent.com/ffi.asp,http://www.passivecomponent.com/ffi.asp,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,3,95,2015.01.2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,17,140,"3,142","3,548",1,1,華科事業群基金會,0,自願,0
2016,438,20,2,1,1,統一綜合證券股份有限公司,23218183,金融業,上市,2855,台灣,台北,台北市松山區東興路8號,pr@uni-psg.com,02-2747-8266,http://download.pscnet.com.tw/download/company_int/www_psg/www_psg_t/www_2012/index.html,http://download.pscnet.com.tw/download/company_int/www_psg/www_psg_t/www_2012/csr.html,0,統一綜合證券2015企業社會責任報告書,企業社會責任報告,品牌/公共關係,7,96,2015.01~2015.12,2015,1,GRI G4,金融財務,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,40,611,"1,000",0,0,0,金融,自願,0
2016,439,21,2,1,1,台灣福興工業股份有限公司,75706009,其他,上市,9924,台灣,高雄,高雄市岡山區本洲里育才路88號,management@fuhsing.com.tw,07-622-5151,http://www.fuhsing.com.tw/exec/msg.php?mid=93&cid=93&lg=T,http://www.fuhsing.com.tw/exec/msg.php?mid=93&cid=93&lg=T,0,2015企業社會責任報告書,企業社會責任報告,其他單位,3,102,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,9,513,527,0,1,台灣福興文教基金會,0,自願,0
2016,440,22,2,1,1,中美和石油化學股份有限公司,14040691,油電燃氣業,未上市櫃,N/A,台灣,台北,台北市內湖區瑞光路392號9樓,N/A,02-8752-0888,http://www.capco.com.tw/p2g.asp,http://www.capco.com.tw/p2g.asp,0,中美和石油化學股份有限公司2015 安環年報,其他報告,環境安全衛生/ 能源環境,11,25,2015.01~2015.12,2014,1,無框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,0,1,2,,,0,0,0,0,自願,0
2016,441,23,2,1,0,台名保險經紀人股份有限公司,80287239,金融業,上櫃,5878,台灣,台北,臺北市館前路49號11樓,spokesman@tabc.com.tw,02-5558-5988,https://www.tabc.com.tw/duty.aspx?id=1061,https://www.tabc.com.tw/duty.aspx?id=1061,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,2,63,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,1,13,,,0,0,0,金融,強制,0
2016,442,24,2,1,1,南?樹脂化學工廠股份有限公司,74229304,化學工業,未上市櫃,N/A,台灣,台南,台灣723 台南市西港區南海里12 號,info@nanpao.com,06-795-2801,http://www.nanpao.com/index.php?option=module&lang=cht&task=showlist&id=228&index=2,http://www.nanpao.com/index.php?option=module&lang=cht&task=showlist&id=228&index=2,0,2015 年企業社會責任報告書,企業社會責任報告,企業社會責任委員會,3,71,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,10,17,466,155,1,1,南?樹脂社會福利慈善事業基金會,0,自願,0
2016,443,25,2,1,0,優盛醫學科技股份有限公司,23123644,生技醫療,上櫃,4121,台灣,台北,北市內湖區港墘路189號12樓,info@rossmax.com,02-2659-7888,http://60.251.41.252/inv/tw/Investor%20Relations-Other%20Info.htm,http://60.251.41.252/inv/tw/Investor%20Relations-Other%20Info.htm,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,2,49,2015.01~2015.12,2014,2,其他框架,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,6,,,,0,0,0,0,自願,0
2016,444,26,2,1,0,台榮產業股份有限公司,3543210,食品工業,上市,1220,台灣,台北,台北市中山區南京東路二段206號6樓,,02-2506-9521,http://www.tairoun.com.tw/responsibility.html,http://www.tairoun.com.tw/responsibility.html,0,企業社會任報告書,企業社會責任報告,未註明負責單位,2,85,2014.01~2015.12,2014,1,GRI G4,食品加工,其他會計師事務所,Core(核心）,ISAE 3000,有限確信 Limited,1,1,3,158,50,0,0,0,食品,強制,1
2016,445,27,2,1,1,燿華電子股份有限公司,5637971,電子零組件,上市,2367,台灣,新北,新北市土城區中山路4巷3號,kevin-chuang@pcbut.com.tw,02-2268-5071 #22502,http://www.pcbut.com.tw/chinese/social/index.html,http://www.pcbut.com.tw/chinese/social/index.html,0,燿華電子2015企業社會責任報告書,企業社會責任報告,人力資源相關單位,3,102,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,2,6,"2,034","1,824",1,0,0,0,自願,0
2016,446,28,2,1,1,宏遠興業股份有限公司,22817999,紡織纖維,上市,1460,台灣,台南,台南市山上區明和里256號,esm@everest.com.tw,06-578-2561,http://www.everest.com.tw/_english/00_site/01_edit.aspx?MID=87&SID=268,http://www.everest.com.tw/_english/00_site/01_edit.aspx?MID=87&SID=268,0,宏遠興業2015企業社會責任報告書,企業社會責任報告,高層辦公室（董事長室、總經理室...）,6,94,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,3,11,"1,562","1,515",1,0,0,0,自願,0
2016,447,30,2,0,0,三汰控股(開曼)股份有限公司,42204630,化學工業,上櫃,4762,開曼群島,台北,"P.O. BOX 10338,GRAND CAYMAN KY1-1003",sunny.fong@stvci.com,(非台灣電話) +86 21 6735 6227,N/A,N/A,0,三汰控股2015企業社會責任報告書,企業社會責任報告,未註明負責單位,1,36,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,15,,,0,0,0,傳產(2016),強制,0
2016,448,32,2,0,0,昱晶能源科技股份有限公司,27757133,光電業,上市,3514,台灣,苗栗,苗栗縣竹南鎮北一路21號,IR@gintech.com.tw,02-2656-2000,http://www.gintechenergy.com/tw/index.php/investor-relations/test/,http://www.gintechenergy.com/tw/index.php/investor-relations/test/report-download/,0,2015/CSR企業社會責任報告書,企業社會責任報告,企業社會責任委員會,1,62,2015.01~2015.12,第一次出版報告,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,2,5,921,644,0,0,0,0,自願,0
